"","X","word","pos","sentiment"
"1",1,"ABANDON","verb","negative"
"2",2,"ABANDONMENT","noun","negative"
"3",3,"ABATE","verb","negative"
"4",4,"ABATEMENT","noun",NA
"5",5,"ABDICATE","verb","negative"
"6",6,"ABHOR","verb","negative"
"7",7,"ABIDE","verb","positive"
"8",8,"ABILITY","noun","positive"
"9",9,"ABJECT","adjective","negative"
"10",10,"ABLE","adjective","positive"
"11",11,"ABNORMAL","adjective","negative"
"12",12,"ABOLISH","verb","negative"
"13",13,"ABOLITION","noun",NA
"14",14,"ABOMINABLE","adjective","negative"
"15",15,"ABORTIVE","adjective",NA
"16",16,"ABOUND","verb","positive"
"17",17,"ABOUT","verb",NA
"18",18,"ABOVE","adjective",NA
"19",19,"ABRASIVE","adjective","negative"
"20",20,"ABRUPT","adjective","negative"
"21",21,"ABSCOND","verb","negative"
"22",22,"ABSENCE","noun","negative"
"23",23,"ABSENT","adjective","negative"
"24",24,"ABSENT","verb",NA
"25",25,"ABSENT-MINDED","adjective","negative"
"26",26,"ABSENTEE","noun","negative"
"27",27,"ABSOLUTE","adjective",NA
"28",28,"ABSOLVE","verb","positive"
"29",29,"ABSORB","adjective",NA
"30",30,"ABSORB","verb",NA
"31",31,"ABSORBENT","adjective","positive"
"32",32,"ABSORPTION","noun","positive"
"33",33,"ABSTAIN","verb",NA
"34",34,"ABSTRACT","adjective",NA
"35",35,"ABSTRACTION","noun",NA
"36",36,"ABSURD","adjective","negative"
"37",37,"ABSURDITY","noun","negative"
"38",38,"ABUNDANCE","noun","positive"
"39",39,"ABUNDANT","adjective","positive"
"40",40,"ABUSE","noun","negative"
"41",41,"ABUSE","verb","negative"
"42",42,"ABYSS","noun","negative"
"43",43,"ABYSSINIA","noun",NA
"44",44,"ACADEMIC","adjective",NA
"45",45,"ACADEMY","noun",NA
"46",46,"ACCEDE","verb","positive"
"47",47,"ACCELERATE","verb",NA
"48",48,"ACCELERATION","noun",NA
"49",49,"ACCENTUATE","verb","positive"
"50",50,"ACCEPT","verb","positive"
"51",51,"ACCEPTABLE","adjective","positive"
"52",52,"ACCEPTANCE","noun","positive"
"53",53,"ACCESS","noun",NA
"54",54,"ACCESSIBLE","adjective","positive"
"55",55,"ACCESSION","noun","positive"
"56",56,"ACCIDENT","noun","negative"
"57",57,"ACCIDENTAL","adjective",NA
"58",58,"ACCLAIM","noun","positive"
"59",59,"ACCLAMATION","noun","positive"
"60",60,"ACCOLADE","noun","positive"
"61",61,"ACCOMMODATE","verb","positive"
"62",62,"ACCOMMODATION","noun","positive"
"63",63,"ACCOMPANIMENT","noun","positive"
"64",64,"ACCOMPANY","verb",NA
"65",65,"ACCOMPANY","verb",NA
"66",66,"ACCOMPLISH","verb","positive"
"67",67,"ACCOMPLISHMENT","noun","positive"
"68",68,"ACCORD","verb","positive"
"69",69,"ACCORD","verb","positive"
"70",70,"ACCORDANCE","noun","positive"
"71",71,"ACCOST","verb","negative"
"72",72,"ACCOUNT","noun",NA
"73",73,"ACCOUNT","noun",NA
"74",74,"ACCOUNT","noun",NA
"75",75,"ACCOUNT","verb",NA
"76",76,"ACCOUNT","noun",NA
"77",77,"ACCOUNT","adjective",NA
"78",78,"ACCOUNTABLE","adjective","positive"
"79",79,"ACCRUE","verb","positive"
"80",80,"ACCUMULATE","verb",NA
"81",81,"ACCUMULATION","noun",NA
"82",82,"ACCURACY","noun","positive"
"83",83,"ACCURATE","adjective","positive"
"84",84,"ACCURATENESS","noun","positive"
"85",85,"ACCURSED","adjective","negative"
"86",86,"ACCUSATION","noun","negative"
"87",87,"ACCUSE","adjective","negative"
"88",88,"ACCUSE","verb","negative"
"89",89,"ACCUSTOM","adjective",NA
"90",90,"ACCUSTOM","verb",NA
"91",91,"ACHE","verb","negative"
"92",92,"ACHIEVE","verb","positive"
"93",93,"ACHIEVEMENT","noun","positive"
"94",94,"ACKNOWLEDGE","verb",NA
"95",95,"ACKNOWLEDGEMENT","noun","positive"
"96",96,"ACKNOWLEDGMENT","noun",NA
"97",97,"ACQUAINT","verb","positive"
"98",98,"ACQUAINTANCE","noun","positive"
"99",99,"ACQUIRE","adjective",NA
"100",100,"ACQUIRE","verb",NA
"101",101,"ACQUISITION","noun",NA
"102",102,"ACQUIT","verb","positive"
"103",103,"ACQUITTAL","noun","positive"
"104",104,"ACRE","noun",NA
"105",105,"ACRIMONIOUS","adjective","negative"
"106",106,"ACRIMONY","noun","negative"
"107",107,"ACROSS","verb",NA
"108",108,"ACT","verb",NA
"109",109,"ACT","verb",NA
"110",110,"ACT","noun",NA
"111",111,"ACT","verb",NA
"112",112,"ACTION","noun",NA
"113",113,"ACTIVE","adjective",NA
"114",114,"ACTIVITY","noun",NA
"115",115,"ACTOR","noun",NA
"116",116,"ACTUAL","adjective","positive"
"117",117,"ACTUALITY","noun","positive"
"118",118,"ACUTE","adjective",NA
"119",119,"ADAMANT","adjective","positive"
"120",120,"ADAPT","verb",NA
"121",121,"ADAPTABILITY","noun","positive"
"122",122,"ADAPTABLE","adjective","positive"
"123",123,"ADAPTATION","noun","positive"
"124",124,"ADAPTIVE","adjective","positive"
"125",125,"ADD","adjective",NA
"126",126,"ADD","verb",NA
"127",127,"ADDICT","noun","negative"
"128",128,"ADDICTION","noun","negative"
"129",129,"ADDITION","noun",NA
"130",130,"ADDITIONAL","adjective",NA
"131",131,"ADDRESS","verb",NA
"132",132,"ADDRESS","noun",NA
"133",133,"ADDRESS","verb",NA
"134",134,"ADEN","noun",NA
"135",135,"ADEPT","adjective","positive"
"136",136,"ADEPTNESS","noun","positive"
"137",137,"ADEQUATE","adjective","positive"
"138",138,"ADHERE","verb",NA
"139",139,"ADHERENCE","noun","positive"
"140",140,"ADHERENT","adjective","positive"
"141",141,"ADHESION","noun","positive"
"142",142,"ADHESIVE","adjective","positive"
"143",143,"ADJACENT","adjective",NA
"144",144,"ADJOIN","adjective",NA
"145",145,"ADJOURNMENT","noun",NA
"146",146,"ADJUDICATION","noun",NA
"147",147,"ADJUNCT","noun","positive"
"148",148,"ADJUST","verb",NA
"149",149,"ADJUST","adjective","positive"
"150",150,"ADJUSTABLE","adjective","positive"
"151",151,"ADJUSTMENT","noun","positive"
"152",152,"ADMINISTER","verb",NA
"153",153,"ADMINISTRATION","noun",NA
"154",154,"ADMINISTRATION","noun",NA
"155",155,"ADMINISTRATIVE","adjective",NA
"156",156,"ADMINISTRATOR","noun",NA
"157",157,"ADMIRABLE","adjective","positive"
"158",158,"ADMIRAL","noun",NA
"159",159,"ADMIRAL","noun",NA
"160",160,"ADMIRATION","noun","positive"
"161",161,"ADMIRE","verb","positive"
"162",162,"ADMIRER","noun","positive"
"163",163,"ADMISSIBLE","adjective",NA
"164",164,"ADMISSION","noun",NA
"165",165,"ADMIT","verb","positive"
"166",166,"ADMIT","verb","positive"
"167",167,"ADMITTANCE","noun","positive"
"168",168,"ADMONISH","verb","negative"
"169",169,"ADMONITION","noun","negative"
"170",170,"ADOLESCENT","noun",NA
"171",171,"ADOPT","adjective",NA
"172",172,"ADOPT","verb",NA
"173",173,"ADOPTION","noun",NA
"174",174,"ADORABLE","adjective","positive"
"175",175,"ADORE","verb","positive"
"176",176,"ADORN","verb","positive"
"177",177,"ADORNMENT","noun","positive"
"178",178,"ADROIT","adjective","positive"
"179",179,"ADROITLY","adjective","positive"
"180",180,"ADULATION","noun","positive"
"181",181,"ADULT","noun",NA
"182",182,"ADULT","adjective","positive"
"183",183,"ADULTERATE","verb","negative"
"184",184,"ADULTERATION","noun","negative"
"185",185,"ADULTERY","noun","negative"
"186",186,"ADVANCE","verb","positive"
"187",187,"ADVANCE","noun","positive"
"188",188,"ADVANCE","adjective","positive"
"189",189,"ADVANCEMENT","noun","positive"
"190",190,"ADVANTAGE","noun","positive"
"191",191,"ADVANTAGEOUS","adjective","positive"
"192",192,"ADVENT","noun","positive"
"193",193,"ADVENTURE","noun",NA
"194",194,"ADVENTURESOME","adjective","positive"
"195",195,"ADVENTUROUS","adjective","positive"
"196",196,"ADVERSARY","noun","negative"
"197",197,"ADVERSE","adjective","negative"
"198",198,"ADVERSITY","noun","negative"
"199",199,"ADVICE","noun",NA
"200",200,"ADVISABLE","adjective","positive"
"201",201,"ADVISE","verb",NA
"202",202,"ADVISER","noun",NA
"203",203,"ADVISOR","noun",NA
"204",204,"ADVISORY","adjective",NA
"205",205,"ADVOCACY","noun","positive"
"206",206,"ADVOCATE","noun",NA
"207",207,"ADVOCATE","verb",NA
"208",208,"AESTHETIC","adjective",NA
"209",209,"AFFABILITY","noun","positive"
"210",210,"AFFABLE","adjective","positive"
"211",211,"AFFAIR","noun",NA
"212",212,"AFFAIR","noun",NA
"213",213,"AFFECT","verb",NA
"214",214,"AFFECTATION","noun","negative"
"215",215,"AFFECTION","noun","positive"
"216",216,"AFFECTIONATE","adjective","positive"
"217",217,"AFFILIATE","verb","positive"
"218",218,"AFFILIATION","noun","positive"
"219",219,"AFFINITY","noun","positive"
"220",220,"AFFIRM","verb","positive"
"221",221,"AFFIRMANCE","noun",NA
"222",222,"AFFIRMATION","noun","positive"
"223",223,"AFFIRMATIVE","noun","positive"
"224",224,"AFFIX","verb","positive"
"225",225,"AFFLICT","verb","negative"
"226",226,"AFFLICTION","noun","negative"
"227",227,"AFFLUENCE","noun","positive"
"228",228,"AFFLUENT","adjective","positive"
"229",229,"AFFORD","verb",NA
"230",230,"AFFORD","verb",NA
"231",231,"AFGHANISTAN","noun",NA
"232",232,"AFLOAT","adjective","positive"
"233",233,"AFRAID","adjective",NA
"234",234,"AFRICA","noun",NA
"235",235,"AFRICAN","noun",NA
"236",236,"AFTERNOON","noun",NA
"237",237,"AFTERWARD","adjective",NA
"238",238,"AGE","noun",NA
"239",239,"AGE","noun",NA
"240",240,"AGE","verb",NA
"241",241,"AGE","noun",NA
"242",242,"AGENCY","noun",NA
"243",243,"AGENT","noun",NA
"244",244,"AGGRAVATE","verb","negative"
"245",245,"AGGRAVATION","noun","negative"
"246",246,"AGGREGATE","noun","positive"
"247",247,"AGGREGATION","noun","positive"
"248",248,"AGGRESSION","noun","negative"
"249",249,"AGGRESSIVE","adjective","negative"
"250",250,"AGGRESSIVENESS","noun","negative"
"251",251,"AGGRESSOR","noun","negative"
"252",252,"AGGRIEVE","verb","negative"
"253",253,"AGHAST","adjective","negative"
"254",254,"AGILE","adjective","positive"
"255",255,"AGILITY","noun","positive"
"256",256,"AGITATE","verb","negative"
"257",257,"AGITATION","noun","negative"
"258",258,"AGITATOR","noun","negative"
"259",259,"AGO","adjective",NA
"260",260,"AGONIZE","verb","negative"
"261",261,"AGONY","noun","negative"
"262",262,"AGRARIAN","adjective",NA
"263",263,"AGREE","verb",NA
"264",264,"AGREE","adjective",NA
"265",265,"AGREEABLE","adjective","positive"
"266",266,"AGREEMENT","noun","positive"
"267",267,"AGRICULTURAL","adjective",NA
"268",268,"AGRICULTURE","noun",NA
"269",269,"AID","verb","positive"
"270",270,"AID","noun","positive"
"271",271,"AIDE","noun",NA
"272",272,"AIL","verb","negative"
"273",273,"AILMENT","noun","negative"
"274",274,"AIM","noun",NA
"275",275,"AIM","verb",NA
"276",276,"AIMLESS","adjective","negative"
"277",277,"AIN'T","verb",NA
"278",278,"AIR","noun",NA
"279",279,"AIR","noun",NA
"280",280,"AIR","noun",NA
"281",281,"AIR","verb",NA
"282",282,"AIR","noun",NA
"283",283,"AIR","noun",NA
"284",284,"AIRCRAFT","noun",NA
"285",285,"AIRPLANE","noun",NA
"286",286,"AIRPORT","noun",NA
"287",287,"AKIN","adjective",NA
"288",288,"ALABAMA","noun",NA
"289",289,"ALARM","noun",NA
"290",290,"ALARM","verb","negative"
"291",291,"ALARMING","adjective","negative"
"292",292,"ALASKA","noun",NA
"293",293,"ALBANIA","noun",NA
"294",294,"ALBUM","noun",NA
"295",295,"ALCOHOLIC","noun",NA
"296",296,"ALERT","adjective",NA
"297",297,"ALERTNESS","noun","positive"
"298",298,"ALGERIA","noun",NA
"299",299,"ALGIERS","noun",NA
"300",300,"ALIBI","noun","negative"
"301",301,"ALIEN","noun","negative"
"302",302,"ALIENATE","verb","negative"
"303",303,"ALIENATION","noun","negative"
"304",304,"ALIGHT","adjective","positive"
"305",305,"ALIGN","adjective",NA
"306",306,"ALIGN","verb",NA
"307",307,"ALIKE","adjective",NA
"308",308,"ALIVE","adjective","positive"
"309",309,"ALL","adjective",NA
"310",310,"ALLEDGE","verb",NA
"311",311,"ALLEGATION","noun","negative"
"312",312,"ALLEGE","verb","negative"
"313",313,"ALLEGIANCE","noun","positive"
"314",314,"ALLEVIATE","verb","positive"
"315",315,"ALLIANCE","noun","positive"
"316",316,"ALLIED","verb","positive"
"317",317,"ALLIES","noun","positive"
"318",318,"ALLOCATION","noun",NA
"319",319,"ALLOT","verb",NA
"320",320,"ALLOTMENT","noun",NA
"321",321,"ALLOW","verb","positive"
"322",322,"ALLOW","verb",NA
"323",323,"ALLOWABLE","adjective","positive"
"324",324,"ALLOWANCE","noun","positive"
"325",325,"ALLURE","noun","positive"
"326",326,"ALLUSION","noun",NA
"327",327,"ALLY","noun","positive"
"328",328,"ALLY","verb",NA
"329",329,"ALMIGHTY","adjective","positive"
"330",330,"ALONG","verb",NA
"331",331,"ALONG","verb",NA
"332",332,"ALOOF","adjective","negative"
"333",333,"ALSO","adjective",NA
"334",334,"ALTER","verb",NA
"335",335,"ALTERATION","noun",NA
"336",336,"ALTERCATION","noun","negative"
"337",337,"ALTERNATE","adjective",NA
"338",338,"ALTERNATE","verb",NA
"339",339,"ALTERNATIVE","noun",NA
"340",340,"ALTRUISTIC","adjective","positive"
"341",341,"ALUMINUM","noun",NA
"342",342,"AM","verb",NA
"343",343,"AM","verb",NA
"344",344,"AMATEUR","noun",NA
"345",345,"AMAZE","adjective",NA
"346",346,"AMAZE","verb",NA
"347",347,"AMAZEMENT","noun","positive"
"348",348,"AMAZING","adjective","positive"
"349",349,"AMBASSADOR","noun",NA
"350",350,"AMBIGUITY","noun","negative"
"351",351,"AMBIGUOUS","adjective","negative"
"352",352,"AMBITION","noun",NA
"353",353,"AMBITIOUS","adjective",NA
"354",354,"AMBIVALENT","adjective","negative"
"355",355,"AMBULANCE","noun",NA
"356",356,"AMBUSH","noun","negative"
"357",357,"AMBUSH","verb","negative"
"358",358,"AMELIORATE","verb","positive"
"359",359,"AMELIORATION","noun",NA
"360",360,"AMENABLE","adjective","positive"
"361",361,"AMEND","adjective",NA
"362",362,"AMEND","verb",NA
"363",363,"AMENDMENT","noun",NA
"364",364,"AMENITY","noun","positive"
"365",365,"AMERICA","noun",NA
"366",366,"AMERICAN","noun",NA
"367",367,"AMIABILITY","noun","positive"
"368",368,"AMIABLE","adjective","positive"
"369",369,"AMICABLE","adjective","positive"
"370",370,"AMMUNITION","noun",NA
"371",371,"AMNESTY","noun","positive"
"372",372,"AMOUNT","noun",NA
"373",373,"AMOUNT","verb",NA
"374",374,"AMOUR","noun","positive"
"375",375,"AMPLE","adjective","positive"
"376",376,"AMPLIFY","verb","positive"
"377",377,"AMPLY","adjective","positive"
"378",378,"AMPUTATE","verb","negative"
"379",379,"AMUSE","verb","positive"
"380",380,"AMUSEMENT","noun","positive"
"381",381,"ANALOGOUS","adjective",NA
"382",382,"ANALOGY","noun",NA
"383",383,"ANALYSIS","noun",NA
"384",384,"ANALYST","noun",NA
"385",385,"ANALYTIC","adjective",NA
"386",386,"ANALYTICAL","adjective",NA
"387",387,"ANALYZE","verb",NA
"388",388,"ANARCHIST","noun","negative"
"389",389,"ANARCHY","noun","negative"
"390",390,"ANCESTOR","noun",NA
"391",391,"ANCHOR","noun",NA
"392",392,"ANCHOR","verb",NA
"393",393,"ANCIENT","adjective",NA
"394",394,"ANECDOTE","noun",NA
"395",395,"ANGEL","noun","positive"
"396",396,"ANGELIC","adjective","positive"
"397",397,"ANGER","noun","negative"
"398",398,"ANGER","verb","negative"
"399",399,"ANGLE","noun",NA
"400",400,"ANGOLA","noun",NA
"401",401,"ANGRY","adjective","negative"
"402",402,"ANGUISH","noun","negative"
"403",403,"ANIMAL","noun",NA
"404",404,"ANIMATE","verb",NA
"405",405,"ANIMATION","noun",NA
"406",406,"ANIMOSITY","noun","negative"
"407",407,"ANKLE","noun",NA
"408",408,"ANNALS","noun",NA
"409",409,"ANNIHILATE","verb","negative"
"410",410,"ANNIHILATION","noun","negative"
"411",411,"ANNIVERSARY","noun",NA
"412",412,"ANNOUNCE","adjective",NA
"413",413,"ANNOUNCE","verb",NA
"414",414,"ANNOUNCEMENT","noun",NA
"415",415,"ANNOY","verb","negative"
"416",416,"ANNOYANCE","noun","negative"
"417",417,"ANNUAL","adjective",NA
"418",418,"ANNUITY","noun",NA
"419",419,"ANOINT","verb","positive"
"420",420,"ANOMALOUS","adjective","negative"
"421",421,"ANOMALY","noun","negative"
"422",422,"ANONYMOUS","adjective",NA
"423",423,"ANOTHER","adjective",NA
"424",424,"ANSWER","verb",NA
"425",425,"ANSWER","noun",NA
"426",426,"ANSWERABLE","adjective",NA
"427",427,"ANT","noun",NA
"428",428,"ANTAGONISM","noun","negative"
"429",429,"ANTAGONIST","noun","negative"
"430",430,"ANTAGONISTIC","adjective","negative"
"431",431,"ANTAGONIZE","verb","negative"
"432",432,"ANTARCTICA","noun",NA
"433",433,"ANTI-SOCIAL","adjective","negative"
"434",434,"ANTI-TRUST","adjective",NA
"435",435,"ANTICIPATE","verb",NA
"436",436,"ANTICIPATION","noun",NA
"437",437,"ANTIPATHY","noun","negative"
"438",438,"ANTIQUATED","adjective","negative"
"439",439,"ANTITRUST","adjective","negative"
"440",440,"ANXIETY","noun","negative"
"441",441,"ANXIOUS","adjective",NA
"442",442,"ANXIOUS","adjective","negative"
"443",443,"ANXIOUS","adjective","negative"
"444",444,"ANXIOUSNESS","noun","negative"
"445",445,"ANY","adjective",NA
"446",446,"APARTMENT","noun",NA
"447",447,"APATHETIC","adjective","negative"
"448",448,"APATHY","noun","negative"
"449",449,"APOCALYPSE","noun","positive"
"450",450,"APOLOGETIC","adjective",NA
"451",451,"APOLOGIZE","verb",NA
"452",452,"APOLOGY","noun",NA
"453",453,"APPALL","adjective","negative"
"454",454,"APPALL","verb","negative"
"455",455,"APPARATUS","noun",NA
"456",456,"APPARENT","adjective",NA
"457",457,"APPARENT","adjective",NA
"458",458,"APPEAL","noun",NA
"459",459,"APPEAL","verb",NA
"460",460,"APPEAL","adjective","positive"
"461",461,"APPEAR","verb",NA
"462",462,"APPEAR","verb",NA
"463",463,"APPEARANCE","noun",NA
"464",464,"APPEASE","verb","positive"
"465",465,"APPEASEMENT","noun",NA
"466",466,"APPEND","verb","positive"
"467",467,"APPERTAIN","verb",NA
"468",468,"APPETITE","noun",NA
"469",469,"APPLAUD","verb","positive"
"470",470,"APPLAUSE","noun","positive"
"471",471,"APPLICABLE","adjective",NA
"472",472,"APPLICANT","noun",NA
"473",473,"APPLICATION","noun",NA
"474",474,"APPLY","verb",NA
"475",475,"APPLY","verb",NA
"476",476,"APPLY","verb",NA
"477",477,"APPLY","adjective",NA
"478",478,"APPOINT","adjective","positive"
"479",479,"APPOINT","verb","positive"
"480",480,"APPOINTMENT","noun",NA
"481",481,"APPRAISAL","noun",NA
"482",482,"APPRAISE","verb",NA
"483",483,"APPRECIABLE","adjective","positive"
"484",484,"APPRECIATE","verb","positive"
"485",485,"APPRECIATION","noun","positive"
"486",486,"APPRECIATIVE","adjective","positive"
"487",487,"APPREHEND","verb","positive"
"488",488,"APPREHENSION","noun","negative"
"489",489,"APPREHENSIVE","adjective","negative"
"490",490,"APPROACH","verb","positive"
"491",491,"APPROACH","noun","positive"
"492",492,"APPROPRIATE","adjective","positive"
"493",493,"APPROPRIATE","verb",NA
"494",494,"APPROPRIATION","noun",NA
"495",495,"APPROVAL","noun","positive"
"496",496,"APPROVE","adjective","positive"
"497",497,"APPROVE","verb","positive"
"498",498,"APPROXIMATE","adjective",NA
"499",499,"APRIL","noun",NA
"500",500,"APT","adjective","positive"
"501",501,"APTITUDE","noun","positive"
"502",502,"ARAB","noun",NA
"503",503,"ARABIA","noun",NA
"504",504,"ARBITER","noun","positive"
"505",505,"ARBITRARY","adjective","negative"
"506",506,"ARBITRATE","verb","positive"
"507",507,"ARBITRATION","noun","positive"
"508",508,"ARBITRATOR","noun",NA
"509",509,"ARCH","noun",NA
"510",510,"ARCH","verb",NA
"511",511,"ARCHITECT","noun",NA
"512",512,"ARCHITECTURE","noun",NA
"513",513,"ARDENT","adjective","positive"
"514",514,"ARDOUR","noun",NA
"515",515,"ARDUOUS","adjective","negative"
"516",516,"ARE","verb",NA
"517",517,"ARE","verb",NA
"518",518,"ARE","verb",NA
"519",519,"ARE","verb",NA
"520",520,"AREA","noun",NA
"521",521,"ARENA","noun",NA
"522",522,"ARGENTINE","adjective",NA
"523",523,"ARGUE","verb","negative"
"524",524,"ARGUE","verb",NA
"525",525,"ARGUMENT","noun","negative"
"526",526,"ARGUMENT","noun",NA
"527",527,"ARID","adjective",NA
"528",528,"ARISE","verb",NA
"529",529,"ARISEN","adjective","positive"
"530",530,"ARISTOCRACY","noun","positive"
"531",531,"ARISTOCRAT","noun","positive"
"532",532,"ARISTOCRATIC","adjective","positive"
"533",533,"ARIZONA","noun",NA
"534",534,"ARKANSAS","noun",NA
"535",535,"ARM","noun",NA
"536",536,"ARM","noun",NA
"537",537,"ARM","verb",NA
"538",538,"ARMAMENT","noun",NA
"539",539,"ARMED","adjective",NA
"540",540,"ARMED","verb",NA
"541",541,"ARMISTICE","noun",NA
"542",542,"ARMY","noun",NA
"543",543,"AROSE","verb",NA
"544",544,"ARRANGE","verb",NA
"545",545,"ARRANGE","verb",NA
"546",546,"ARRANGEMENT","noun",NA
"547",547,"ARREST","adjective","negative"
"548",548,"ARREST","verb","negative"
"549",549,"ARREST","adjective","positive"
"550",550,"ARRIVAL","noun",NA
"551",551,"ARRIVE","verb",NA
"552",552,"ARROGANCE","noun","negative"
"553",553,"ARROGANT","adjective","negative"
"554",554,"ARROW","noun",NA
"555",555,"ARSENAL","noun",NA
"556",556,"ART","noun","positive"
"557",557,"ART","noun",NA
"558",558,"ART","verb",NA
"559",559,"ART","noun","positive"
"560",560,"ARTERY","noun",NA
"561",561,"ARTICLE","noun",NA
"562",562,"ARTICULATE","adjective",NA
"563",563,"ARTICULATE","verb",NA
"564",564,"ARTIFICIAL","adjective","negative"
"565",565,"ARTIST","noun",NA
"566",566,"ARTISTIC","adjective",NA
"567",567,"ASCEND","verb",NA
"568",568,"ASCENDANCY","noun",NA
"569",569,"ASCENDANT","noun",NA
"570",570,"ASCENT","noun",NA
"571",571,"ASCERTAIN","verb",NA
"572",572,"ASCERTAINMENT","noun",NA
"573",573,"ASCRIBE","verb","positive"
"574",574,"ASH","noun",NA
"575",575,"ASHAMED","adjective","negative"
"576",576,"ASIA","noun",NA
"577",577,"ASK","verb",NA
"578",578,"ASK","verb",NA
"579",579,"ASPECT","noun",NA
"580",580,"ASPIRATION","noun","positive"
"581",581,"ASPIRE","verb","positive"
"582",582,"ASS","noun",NA
"583",583,"ASSAIL","verb","negative"
"584",584,"ASSAILANT","noun","negative"
"585",585,"ASSASSIN","noun","negative"
"586",586,"ASSASSINATE","verb","negative"
"587",587,"ASSASSINATION","noun",NA
"588",588,"ASSAULT","noun","negative"
"589",589,"ASSAULT","verb","negative"
"590",590,"ASSEMBLE","verb",NA
"591",591,"ASSEMBLY","noun",NA
"592",592,"ASSENT","noun","positive"
"593",593,"ASSERT","verb",NA
"594",594,"ASSERTION","noun","positive"
"595",595,"ASSERTIVE","adjective",NA
"596",596,"ASSESS","verb",NA
"597",597,"ASSESSMENT","noun",NA
"598",598,"ASSESSOR","noun",NA
"599",599,"ASSET","noun","positive"
"600",600,"ASSIGN","adjective",NA
"601",601,"ASSIGN","verb",NA
"602",602,"ASSIGNMENT","noun",NA
"603",603,"ASSIMILATE","verb",NA
"604",604,"ASSIST","noun","positive"
"605",605,"ASSIST","verb","positive"
"606",606,"ASSISTANCE","noun","positive"
"607",607,"ASSISTANT","noun","positive"
"608",608,"ASSOCIATE","noun","positive"
"609",609,"ASSOCIATE","verb","positive"
"610",610,"ASSOCIATE","adjective","positive"
"611",611,"ASSOCIATION","noun","positive"
"612",612,"ASSOCIATION","noun","positive"
"613",613,"ASSUME","verb",NA
"614",614,"ASSUME","verb",NA
"615",615,"ASSUMPTION","noun",NA
"616",616,"ASSURANCE","noun","positive"
"617",617,"ASSURE","verb","positive"
"618",618,"ASSURE","verb","positive"
"619",619,"ASSURE","adjective","positive"
"620",620,"ASSUREDNESS","noun",NA
"621",621,"ASTONISH","adjective",NA
"622",622,"ASTONISH","verb",NA
"623",623,"ASTOUND","verb","positive"
"624",624,"ASTRAY","adjective","negative"
"625",625,"ASTRONOMICAL","adjective",NA
"626",626,"ASTRONOMY","noun",NA
"627",627,"ASTUTE","adjective","positive"
"628",628,"ASUNDER","adjective","negative"
"629",629,"ATE","verb",NA
"630",630,"ATHLETIC","adjective","positive"
"631",631,"ATLANTIC","noun",NA
"632",632,"ATLANTIC-ALIANCE","noun",NA
"633",633,"ATLANTIC-COMMUNITY","noun",NA
"634",634,"ATLANTIC-PACT","noun",NA
"635",635,"ATLAS","noun",NA
"636",636,"ATMOSPHERE","noun",NA
"637",637,"ATOM","noun",NA
"638",638,"ATOMIC","adjective",NA
"639",639,"ATROCIOUS","adjective","negative"
"640",640,"ATROPHY","verb","negative"
"641",641,"ATTACH","verb",NA
"642",642,"ATTACHMENT","noun","positive"
"643",643,"ATTACK","noun","negative"
"644",644,"ATTACK","verb","negative"
"645",645,"ATTACK","noun","negative"
"646",646,"ATTACKER","noun",NA
"647",647,"ATTAIN","verb","positive"
"648",648,"ATTAINABLE","adjective",NA
"649",649,"ATTAINMENT","noun","positive"
"650",650,"ATTEMPT","verb",NA
"651",651,"ATTEMPT","noun",NA
"652",652,"ATTEMPT","adjective",NA
"653",653,"ATTEND","verb","positive"
"654",654,"ATTEND","verb",NA
"655",655,"ATTENDANCE","noun","positive"
"656",656,"ATTENDANT","noun",NA
"657",657,"ATTENTION","noun",NA
"658",658,"ATTENTIVE","adjective","positive"
"659",659,"ATTEST","verb",NA
"660",660,"ATTIC","noun",NA
"661",661,"ATTITUDE","noun",NA
"662",662,"ATTORNEY","noun",NA
"663",663,"ATTRACT","verb","positive"
"664",664,"ATTRACTION","noun","positive"
"665",665,"ATTRACTIVE","adjective","positive"
"666",666,"ATTRACTIVENESS","noun","positive"
"667",667,"ATTRIBUTE","adjective",NA
"668",668,"ATTRIBUTE","verb",NA
"669",669,"ATTUNE","adjective","positive"
"670",670,"AUCTION","noun",NA
"671",671,"AUDACIOUS","adjective","negative"
"672",672,"AUDACITY","noun","negative"
"673",673,"AUDIBLE","adjective","positive"
"674",674,"AUDIENCE","noun",NA
"675",675,"AUDITOR","noun",NA
"676",676,"AUGMENT","verb","positive"
"677",677,"AUGMENTATION","noun","positive"
"678",678,"AUGUST","noun",NA
"679",679,"AUNT","noun",NA
"680",680,"AUSPICIOUS","adjective","positive"
"681",681,"AUSTERE","adjective","negative"
"682",682,"AUSTRALIA","noun",NA
"683",683,"AUSTRALIAN","adjective",NA
"684",684,"AUSTRIA","noun",NA
"685",685,"AUSTRIAN","adjective",NA
"686",686,"AUTHENTIC","adjective","positive"
"687",687,"AUTHENTICITY","noun","positive"
"688",688,"AUTHOR","noun",NA
"689",689,"AUTHORITARIAN","noun",NA
"690",690,"AUTHORITATIVE","adjective","positive"
"691",691,"AUTHORITY","noun","positive"
"692",692,"AUTHORIZE","adjective",NA
"693",693,"AUTHORIZE","verb",NA
"694",694,"AUTO","noun",NA
"695",695,"AUTOCRAT","noun","negative"
"696",696,"AUTOCRATIC","adjective","negative"
